Age,MonthlyIncome,Attrition,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male
29.0,4649.0,0,746.0,2.0,3.0,469.0,4.0,61.0,3.0,2.0,Sales Executive,3.0,Married,16928.0,1.0,No,14.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,0.0,2.0,True,False,False,False,False,True,False,True,False,False,False,False,False,True
42.0,2696.0,0,544.0,2.0,1.0,470.0,3.0,52.0,3.0,1.0,Human Resources,3.0,Divorced,24017.0,0.0,Yes,11.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,False,False,True,True,False,False,False,False,False,False,False,True,False,True
32.0,2370.0,0,1062.0,2.0,3.0,471.0,3.0,75.0,3.0,1.0,Laboratory Technician,2.0,Married,3956.0,1.0,No,13.0,3.0,3.0,1.0,8.0,4.0,3.0,8.0,0.0,0.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
48.0,12504.0,0,530.0,29.0,1.0,473.0,1.0,91.0,3.0,3.0,Manager,3.0,Married,23978.0,3.0,No,21.0,4.0,2.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,True,False,False,True,False
37.0,5974.0,0,1319.0,6.0,3.0,474.0,3.0,51.0,4.0,2.0,Research Scientist,1.0,Divorced,17001.0,4.0,Yes,13.0,3.0,1.0,2.0,13.0,2.0,3.0,7.0,7.0,6.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
30.0,4736.0,0,641.0,25.0,2.0,475.0,4.0,85.0,3.0,2.0,Sales Executive,3.0,Married,6069.0,7.0,Yes,12.0,3.0,2.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,True,False,False,False,False,True,False,False,False,False,False,True,True,False
26.0,5296.0,0,933.0,1.0,3.0,476.0,3.0,57.0,3.0,2.0,Sales Executive,3.0,Married,20156.0,1.0,No,17.0,3.0,2.0,1.0,8.0,3.0,3.0,8.0,7.0,7.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
42.0,6781.0,0,1332.0,2.0,4.0,477.0,1.0,98.0,2.0,2.0,Healthcare Representative,4.0,Single,17078.0,3.0,No,23.0,4.0,2.0,0.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
21.0,2174.0,1,756.0,1.0,1.0,478.0,1.0,99.0,2.0,1.0,Sales Representative,2.0,Single,9150.0,1.0,Yes,11.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,False,True,False,False,False,True,False,False,False,False,False,True,True,False
36.0,6653.0,0,845.0,1.0,5.0,479.0,4.0,45.0,3.0,2.0,Sales Executive,4.0,Single,15276.0,4.0,No,15.0,3.0,2.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False
36.0,9699.0,0,541.0,3.0,4.0,481.0,1.0,48.0,2.0,3.0,Sales Executive,4.0,Married,7246.0,4.0,No,11.0,3.0,1.0,1.0,16.0,2.0,3.0,13.0,9.0,1.0,12.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True
57.0,6755.0,0,593.0,1.0,4.0,482.0,4.0,88.0,3.0,2.0,Healthcare Representative,3.0,Married,2967.0,2.0,No,11.0,3.0,3.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
40.0,2213.0,0,1171.0,10.0,4.0,483.0,4.0,46.0,4.0,1.0,Laboratory Technician,3.0,Married,22495.0,3.0,Yes,13.0,3.0,3.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
21.0,2610.0,0,895.0,9.0,2.0,484.0,1.0,39.0,3.0,1.0,Sales Representative,4.0,Single,2851.0,1.0,No,24.0,4.0,3.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True
33.0,2851.0,1,350.0,5.0,3.0,485.0,4.0,34.0,3.0,1.0,Sales Representative,3.0,Single,9150.0,1.0,Yes,13.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
37.0,3452.0,0,921.0,10.0,3.0,486.0,3.0,98.0,3.0,1.0,Laboratory Technician,1.0,Married,17663.0,6.0,No,20.0,4.0,2.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
46.0,5258.0,0,1144.0,7.0,4.0,487.0,3.0,30.0,3.0,2.0,Manufacturing Director,3.0,Married,16044.0,2.0,No,14.0,3.0,3.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False
41.0,9355.0,1,143.0,4.0,3.0,488.0,1.0,56.0,3.0,2.0,Sales Executive,2.0,Single,9558.0,1.0,No,18.0,3.0,3.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True
50.0,10496.0,0,1046.0,10.0,3.0,491.0,4.0,100.0,2.0,3.0,Healthcare Representative,4.0,Single,2755.0,6.0,No,15.0,3.0,4.0,0.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True
40.0,6380.0,1,575.0,22.0,2.0,492.0,3.0,68.0,2.0,2.0,Sales Executive,3.0,Married,6110.0,2.0,Yes,12.0,3.0,1.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
31.0,2657.0,0,408.0,9.0,4.0,493.0,3.0,42.0,2.0,1.0,Research Scientist,2.0,Single,7551.0,0.0,Yes,16.0,3.0,4.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
21.0,2716.0,1,156.0,12.0,3.0,494.0,3.0,90.0,4.0,1.0,Sales Representative,2.0,Single,25422.0,1.0,No,15.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
29.0,2201.0,0,1283.0,23.0,3.0,495.0,4.0,54.0,3.0,1.0,Research Scientist,4.0,Single,18168.0,9.0,No,16.0,3.0,4.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
35.0,6540.0,0,755.0,9.0,4.0,496.0,3.0,97.0,2.0,2.0,Healthcare Representative,2.0,Single,19394.0,9.0,No,19.0,3.0,3.0,0.0,10.0,5.0,3.0,1.0,1.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
27.0,3816.0,0,1469.0,1.0,2.0,497.0,4.0,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,17881.0,1.0,No,11.0,3.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
28.0,5253.0,0,304.0,9.0,4.0,498.0,2.0,92.0,3.0,2.0,Sales Executive,4.0,Single,20750.0,1.0,No,16.0,3.0,4.0,0.0,7.0,1.0,3.0,7.0,5.0,0.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True
49.0,10965.0,0,1261.0,7.0,3.0,499.0,2.0,31.0,2.0,3.0,Healthcare Representative,3.0,Single,12066.0,8.0,No,24.0,4.0,3.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True
51.0,4936.0,0,1178.0,14.0,2.0,500.0,3.0,87.0,3.0,2.0,Sales Executive,4.0,Married,14862.0,4.0,No,11.0,3.0,3.0,1.0,18.0,2.0,2.0,7.0,7.0,0.0,7.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
36.0,2543.0,0,329.0,2.0,3.0,501.0,4.0,96.0,3.0,1.0,Research Scientist,3.0,Married,11868.0,4.0,No,13.0,3.0,2.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
34.0,5304.0,1,1362.0,19.0,3.0,502.0,1.0,67.0,4.0,2.0,Sales Executive,4.0,Single,4652.0,8.0,Yes,13.0,3.0,2.0,0.0,9.0,3.0,2.0,5.0,2.0,0.0,4.0,True,False,False,False,False,True,False,False,True,False,False,False,False,True
55.0,16659.0,0,1311.0,2.0,3.0,505.0,3.0,97.0,3.0,4.0,Manager,4.0,Single,23258.0,2.0,Yes,13.0,3.0,3.0,0.0,30.0,2.0,3.0,5.0,4.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
24.0,4260.0,0,1371.0,10.0,4.0,507.0,4.0,77.0,3.0,2.0,Sales Executive,3.0,Divorced,5915.0,1.0,Yes,12.0,3.0,4.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
30.0,2476.0,0,202.0,2.0,1.0,508.0,3.0,72.0,3.0,1.0,Sales Representative,2.0,Married,17434.0,1.0,No,18.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True
26.0,3102.0,1,575.0,3.0,1.0,510.0,3.0,73.0,3.0,1.0,Research Scientist,1.0,Single,6582.0,0.0,No,22.0,4.0,3.0,0.0,7.0,2.0,3.0,6.0,4.0,0.0,4.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True
22.0,2244.0,0,253.0,11.0,3.0,511.0,1.0,43.0,3.0,1.0,Research Scientist,2.0,Married,24440.0,1.0,No,13.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
36.0,7596.0,0,164.0,2.0,2.0,513.0,2.0,61.0,2.0,3.0,Sales Executive,3.0,Married,3809.0,1.0,No,13.0,3.0,2.0,2.0,10.0,2.0,3.0,10.0,9.0,9.0,0.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True
30.0,2285.0,1,464.0,4.0,3.0,514.0,3.0,40.0,3.0,1.0,Research Scientist,4.0,Single,3427.0,9.0,Yes,23.0,4.0,3.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True
37.0,3034.0,0,1107.0,14.0,3.0,515.0,4.0,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,26914.0,1.0,No,12.0,3.0,3.0,1.0,18.0,2.0,2.0,18.0,7.0,12.0,17.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
40.0,5715.0,0,759.0,2.0,2.0,516.0,4.0,46.0,3.0,2.0,Sales Executive,2.0,Divorced,22553.0,7.0,No,12.0,3.0,3.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
42.0,2576.0,0,201.0,1.0,4.0,517.0,2.0,95.0,3.0,1.0,Laboratory Technician,1.0,Divorced,20490.0,3.0,No,16.0,3.0,2.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
37.0,4197.0,0,1305.0,10.0,4.0,518.0,3.0,49.0,3.0,2.0,Manufacturing Director,2.0,Single,21123.0,2.0,Yes,12.0,3.0,4.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
43.0,14336.0,0,982.0,12.0,3.0,520.0,1.0,59.0,2.0,4.0,Research Director,2.0,Divorced,4345.0,1.0,No,11.0,3.0,3.0,1.0,25.0,3.0,3.0,25.0,10.0,3.0,9.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
40.0,3448.0,0,555.0,2.0,3.0,521.0,2.0,78.0,2.0,2.0,Laboratory Technician,3.0,Married,13436.0,6.0,No,22.0,4.0,2.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
54.0,19406.0,0,821.0,5.0,2.0,522.0,1.0,86.0,3.0,5.0,Research Director,1.0,Married,8509.0,4.0,No,11.0,3.0,3.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
34.0,6538.0,0,1381.0,4.0,4.0,523.0,3.0,72.0,3.0,2.0,Sales Executive,3.0,Married,12740.0,9.0,No,15.0,3.0,1.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,True,False,False,False,False,True,False,False,True,False,False,False,True,False
31.0,4306.0,0,480.0,7.0,2.0,524.0,2.0,31.0,3.0,2.0,Manufacturing Director,1.0,Married,4156.0,1.0,No,12.0,3.0,2.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
43.0,2258.0,0,313.0,21.0,3.0,525.0,4.0,61.0,3.0,1.0,Laboratory Technician,4.0,Married,15238.0,7.0,No,20.0,4.0,1.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True
43.0,4522.0,0,1473.0,8.0,4.0,526.0,3.0,74.0,3.0,2.0,Healthcare Representative,3.0,Divorced,2227.0,4.0,Yes,14.0,3.0,4.0,0.0,8.0,3.0,3.0,5.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False
25.0,4487.0,0,891.0,4.0,2.0,527.0,2.0,99.0,2.0,2.0,Sales Executive,4.0,Single,12090.0,1.0,Yes,11.0,3.0,2.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
37.0,4449.0,0,1063.0,25.0,5.0,529.0,2.0,72.0,3.0,2.0,Research Scientist,3.0,Married,23866.0,3.0,Yes,15.0,3.0,1.0,2.0,15.0,2.0,3.0,13.0,11.0,10.0,7.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False
31.0,2218.0,0,329.0,1.0,2.0,530.0,4.0,98.0,2.0,1.0,Laboratory Technician,1.0,Married,16193.0,1.0,No,12.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
39.0,19197.0,0,1218.0,1.0,1.0,531.0,2.0,52.0,3.0,5.0,Manager,3.0,Divorced,8213.0,1.0,Yes,14.0,3.0,3.0,1.0,21.0,3.0,3.0,21.0,8.0,1.0,6.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
56.0,13212.0,0,906.0,6.0,3.0,532.0,3.0,86.0,4.0,4.0,Sales Executive,1.0,Married,18256.0,9.0,No,11.0,3.0,4.0,3.0,36.0,0.0,2.0,7.0,7.0,7.0,7.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False
30.0,6577.0,0,1082.0,12.0,3.0,533.0,2.0,83.0,3.0,2.0,Sales Executive,3.0,Single,19558.0,0.0,No,11.0,3.0,2.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False
41.0,8392.0,0,645.0,1.0,3.0,534.0,2.0,49.0,4.0,3.0,Sales Executive,1.0,Married,19566.0,1.0,No,16.0,3.0,3.0,1.0,10.0,2.0,3.0,10.0,7.0,0.0,7.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
28.0,4558.0,0,1300.0,17.0,2.0,536.0,3.0,79.0,3.0,2.0,Laboratory Technician,1.0,Divorced,13535.0,1.0,No,12.0,3.0,4.0,1.0,10.0,2.0,3.0,10.0,0.0,1.0,8.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
25.0,4031.0,1,688.0,3.0,3.0,538.0,1.0,91.0,3.0,1.0,Laboratory Technician,1.0,Married,9396.0,5.0,No,13.0,3.0,3.0,1.0,6.0,5.0,3.0,2.0,2.0,0.0,2.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
52.0,7969.0,0,319.0,3.0,3.0,543.0,4.0,39.0,2.0,3.0,Manufacturing Director,3.0,Married,19609.0,2.0,Yes,14.0,3.0,3.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
45.0,2654.0,0,192.0,10.0,2.0,544.0,1.0,69.0,3.0,1.0,Research Scientist,4.0,Married,9655.0,3.0,No,21.0,4.0,4.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
52.0,16555.0,0,1490.0,4.0,2.0,546.0,4.0,30.0,3.0,4.0,Manager,4.0,Married,10310.0,2.0,No,13.0,3.0,4.0,0.0,31.0,2.0,1.0,5.0,2.0,1.0,4.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
42.0,4556.0,0,532.0,29.0,2.0,547.0,1.0,92.0,3.0,2.0,Research Scientist,3.0,Divorced,12932.0,2.0,No,11.0,3.0,2.0,1.0,19.0,3.0,3.0,5.0,4.0,0.0,2.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
30.0,6091.0,0,317.0,2.0,3.0,548.0,3.0,43.0,1.0,2.0,Manufacturing Director,4.0,Single,24793.0,2.0,No,20.0,4.0,3.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
60.0,19566.0,0,422.0,7.0,3.0,549.0,1.0,41.0,3.0,5.0,Manager,1.0,Married,3854.0,5.0,No,11.0,3.0,4.0,0.0,33.0,5.0,1.0,29.0,8.0,11.0,10.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
46.0,4810.0,0,1485.0,18.0,3.0,550.0,3.0,87.0,3.0,2.0,Manufacturing Director,3.0,Divorced,26314.0,2.0,No,14.0,3.0,3.0,1.0,19.0,5.0,2.0,10.0,7.0,0.0,8.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
42.0,4523.0,0,1368.0,28.0,4.0,551.0,4.0,88.0,2.0,2.0,Healthcare Representative,4.0,Married,4386.0,0.0,No,11.0,3.0,4.0,3.0,7.0,4.0,4.0,6.0,5.0,0.0,4.0,False,True,False,False,True,False,False,False,False,False,False,True,True,False
24.0,3202.0,1,1448.0,1.0,1.0,554.0,1.0,62.0,3.0,1.0,Sales Representative,2.0,Single,21972.0,1.0,Yes,16.0,3.0,2.0,0.0,6.0,4.0,3.0,5.0,3.0,1.0,4.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False
34.0,2351.0,1,296.0,6.0,2.0,555.0,4.0,33.0,1.0,1.0,Sales Representative,3.0,Divorced,12253.0,0.0,No,16.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
38.0,1702.0,0,1490.0,2.0,2.0,556.0,4.0,42.0,3.0,1.0,Laboratory Technician,4.0,Married,12106.0,1.0,Yes,23.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
40.0,18041.0,0,1398.0,2.0,4.0,558.0,3.0,79.0,3.0,5.0,Manager,3.0,Married,13022.0,0.0,No,14.0,3.0,4.0,0.0,21.0,2.0,3.0,20.0,15.0,1.0,12.0,False,False,True,False,False,True,False,True,False,False,False,False,True,False
26.0,2886.0,0,1349.0,23.0,3.0,560.0,1.0,90.0,3.0,1.0,Research Scientist,4.0,Divorced,3032.0,1.0,No,22.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
30.0,2097.0,0,1400.0,3.0,3.0,562.0,3.0,53.0,3.0,1.0,Laboratory Technician,4.0,Married,16734.0,4.0,No,15.0,3.0,3.0,1.0,9.0,3.0,1.0,5.0,3.0,1.0,4.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
29.0,11935.0,0,986.0,3.0,4.0,564.0,2.0,93.0,2.0,3.0,Research Director,3.0,Married,21526.0,1.0,No,18.0,3.0,3.0,0.0,10.0,2.0,3.0,10.0,2.0,0.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
29.0,2546.0,1,408.0,25.0,5.0,565.0,3.0,71.0,2.0,1.0,Research Scientist,2.0,Married,18300.0,5.0,No,16.0,3.0,2.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False
19.0,2564.0,1,489.0,2.0,2.0,566.0,1.0,52.0,2.0,1.0,Human Resources,4.0,Single,18437.0,1.0,No,12.0,3.0,3.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,False,False,True,True,False,False,False,False,False,False,False,True,False,True
30.0,8412.0,0,1398.0,22.0,4.0,567.0,3.0,69.0,3.0,3.0,Sales Executive,1.0,Married,2890.0,0.0,No,11.0,3.0,3.0,0.0,10.0,3.0,3.0,9.0,8.0,7.0,8.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False
57.0,14118.0,0,210.0,29.0,3.0,568.0,1.0,56.0,2.0,4.0,Manager,4.0,Divorced,22102.0,3.0,No,12.0,3.0,3.0,1.0,32.0,3.0,2.0,1.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
50.0,17046.0,0,1099.0,29.0,4.0,569.0,2.0,88.0,2.0,4.0,Manager,3.0,Married,9314.0,0.0,No,15.0,3.0,2.0,1.0,28.0,2.0,3.0,27.0,10.0,15.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
30.0,2564.0,0,1116.0,2.0,3.0,571.0,3.0,49.0,3.0,1.0,Laboratory Technician,4.0,Single,7181.0,0.0,No,14.0,3.0,3.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False
60.0,10266.0,0,1499.0,28.0,3.0,573.0,3.0,80.0,2.0,3.0,Sales Executive,1.0,Married,2845.0,4.0,No,19.0,3.0,4.0,0.0,22.0,5.0,4.0,18.0,13.0,13.0,11.0,False,True,False,False,False,True,False,False,True,False,False,False,True,False
47.0,5070.0,0,983.0,2.0,2.0,574.0,1.0,65.0,3.0,2.0,Manufacturing Director,4.0,Divorced,7389.0,5.0,No,13.0,3.0,3.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
46.0,17861.0,0,1009.0,2.0,3.0,575.0,1.0,51.0,3.0,4.0,Research Director,3.0,Married,2288.0,6.0,No,13.0,3.0,3.0,0.0,26.0,2.0,1.0,3.0,2.0,0.0,1.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
35.0,4230.0,0,144.0,22.0,3.0,577.0,4.0,46.0,1.0,1.0,Laboratory Technician,3.0,Single,19225.0,0.0,No,15.0,3.0,3.0,0.0,6.0,2.0,3.0,5.0,4.0,4.0,3.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
54.0,3780.0,0,548.0,8.0,4.0,578.0,3.0,42.0,3.0,2.0,Laboratory Technician,3.0,Single,23428.0,7.0,No,11.0,3.0,3.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False
34.0,2768.0,0,1303.0,2.0,4.0,579.0,4.0,62.0,2.0,1.0,Research Scientist,3.0,Divorced,8416.0,3.0,No,12.0,3.0,3.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
46.0,9071.0,0,1125.0,10.0,3.0,580.0,3.0,94.0,2.0,3.0,Sales Executive,4.0,Married,11563.0,2.0,Yes,19.0,3.0,3.0,1.0,15.0,3.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
31.0,10648.0,0,1274.0,9.0,1.0,581.0,3.0,33.0,3.0,3.0,Manufacturing Director,2.0,Divorced,14394.0,1.0,No,25.0,4.0,4.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
33.0,13610.0,1,1277.0,15.0,1.0,582.0,2.0,56.0,3.0,3.0,Manager,3.0,Married,24619.0,7.0,Yes,12.0,3.0,4.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
33.0,3408.0,1,587.0,10.0,1.0,584.0,1.0,38.0,1.0,1.0,Laboratory Technician,4.0,Divorced,6705.0,7.0,No,13.0,3.0,1.0,3.0,8.0,2.0,3.0,4.0,3.0,1.0,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True
30.0,2983.0,0,413.0,7.0,1.0,585.0,4.0,57.0,3.0,1.0,Sales Representative,2.0,Single,18398.0,0.0,No,14.0,3.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,False,False,True,False,False,True,False,False,True,False,False,False,False,True
35.0,7632.0,0,1276.0,16.0,3.0,586.0,4.0,72.0,3.0,3.0,Healthcare Representative,3.0,Married,14295.0,4.0,Yes,12.0,3.0,3.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,0.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True
31.0,9824.0,1,534.0,20.0,3.0,587.0,1.0,66.0,3.0,3.0,Healthcare Representative,3.0,Married,22908.0,3.0,No,12.0,3.0,1.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True
34.0,9950.0,1,988.0,23.0,3.0,590.0,2.0,43.0,3.0,3.0,Human Resources,1.0,Divorced,11533.0,9.0,Yes,15.0,3.0,3.0,3.0,11.0,2.0,3.0,3.0,2.0,0.0,2.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False
42.0,2093.0,0,1474.0,5.0,2.0,591.0,2.0,97.0,3.0,1.0,Laboratory Technician,3.0,Married,9260.0,4.0,No,17.0,3.0,4.0,1.0,8.0,4.0,3.0,2.0,2.0,2.0,0.0,False,True,False,False,True,False,False,False,False,False,True,False,False,True
36.0,9980.0,0,635.0,10.0,4.0,592.0,2.0,32.0,3.0,3.0,Sales Executive,4.0,Single,15318.0,1.0,No,14.0,3.0,4.0,0.0,10.0,3.0,2.0,10.0,3.0,9.0,7.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True
22.0,3894.0,1,1368.0,4.0,1.0,593.0,3.0,99.0,2.0,1.0,Laboratory Technician,3.0,Single,9129.0,5.0,No,16.0,3.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True
48.0,4051.0,0,163.0,2.0,5.0,595.0,2.0,37.0,3.0,2.0,Sales Executive,4.0,Married,19658.0,2.0,No,14.0,3.0,1.0,1.0,14.0,2.0,3.0,9.0,7.0,6.0,7.0,False,False,True,False,False,True,False,False,True,False,False,False,True,False
